valor,unidad,vigenciadesde,vigenciahasta
1917.38,COP,2000-01-14,2000-01-14
1920.83,COP,2000-01-15,2000-01-17
1919.21,COP,2000-01-18,2000-01-18
1928.51,COP,2000-01-19,2000-01-19
1945.17,COP,2000-01-20,2000-01-20
1938.84,COP,2000-01-21,2000-01-21
1931.97,COP,2000-01-22,2000-01-24
1943.88,COP,2000-01-25,2000-01-25
1939.63,COP,2000-01-26,2000-01-26
1958.17,COP,2000-01-27,2000-01-27
1976.14,COP,2000-01-28,2000-01-28
1976.72,COP,2000-01-29,2000-01-31
1973.36,COP,2000-02-01,2000-02-01
1970.61,COP,2000-02-02,2000-02-02
1965.61,COP,2000-02-03,2000-02-03
1947.55,COP,2000-02-04,2000-02-04
1948.6,COP,2000-02-05,2000-02-07
1950.59,COP,2000-02-08,2000-02-08
1949.54,COP,2000-02-09,2000-02-09
1946.51,COP,2000-02-10,2000-02-10
1952.29,COP,2000-02-11,2000-02-11
1948.16,COP,2000-02-12,2000-02-14
1950.77,COP,2000-02-15,2000-02-15
1949.61,COP,2000-02-16,2000-02-16
1946.79,COP,2000-02-17,2000-02-17
1945.31,COP,2000-02-18,2000-02-18
1947.41,COP,2000-02-19,2000-02-21
1943.83,COP,2000-02-22,2000-02-22
1941.54,COP,2000-02-23,2000-02-23
1944.18,COP,2000-02-24,2000-02-24
1947.72,COP,2000-02-25,2000-02-25
1947.28,COP,2000-02-26,2000-02-28
1946.17,COP,2000-02-29,2000-02-29
1948.05,COP,2000-03-01,2000-03-01
1950.88,COP,2000-03-02,2000-03-02
1956.8,COP,2000-03-03,2000-03-03
1961.16,COP,2000-03-04,2000-03-06
1965.63,COP,2000-03-07,2000-03-07
1964.26,COP,2000-03-08,2000-03-08
1960.47,COP,2000-03-09,2000-03-09
1959.77,COP,2000-03-10,2000-03-10
1958.48,COP,2000-03-11,2000-03-13
1957.5,COP,2000-03-14,2000-03-14
1955.75,COP,2000-03-15,2000-03-15
1954.26,COP,2000-03-16,2000-03-16
1950.01,COP,2000-03-17,2000-03-17
1952.98,COP,2000-03-18,2000-03-21
1956.98,COP,2000-03-22,2000-03-22
1959.84,COP,2000-03-23,2000-03-23
1954.57,COP,2000-03-24,2000-03-24
1954.83,COP,2000-03-25,2000-03-27
1958.93,COP,2000-03-28,2000-03-28
1955.14,COP,2000-03-29,2000-03-29
1949.75,COP,2000-03-30,2000-03-30
1951.56,COP,2000-03-31,2000-03-31
1958.12,COP,2000-04-01,2000-04-03
1963.22,COP,2000-04-04,2000-04-04
1964.1,COP,2000-04-05,2000-04-05
1968.92,COP,2000-04-06,2000-04-06
1986.96,COP,2000-04-07,2000-04-07
1996.24,COP,2000-04-08,2000-04-10
1998.25,COP,2000-04-11,2000-04-11
1986.75,COP,2000-04-12,2000-04-12
1987.38,COP,2000-04-13,2000-04-13
1987.36,COP,2000-04-14,2000-04-14
1987.39,COP,2000-04-15,2000-04-17
1996.29,COP,2000-04-18,2000-04-18
2003.02,COP,2000-04-19,2000-04-19
1996.07,COP,2000-04-20,2000-04-24
1991.17,COP,2000-04-25,2000-04-25
1988.65,COP,2000-04-26,2000-04-26
1998.95,COP,2000-04-27,2000-04-27
2002.95,COP,2000-04-28,2000-04-28
2004.47,COP,2000-04-29,2000-05-02
2001.62,COP,2000-05-03,2000-05-03
2015.92,COP,2000-05-04,2000-05-04
2027.26,COP,2000-05-05,2000-05-05
2033.17,COP,2000-05-06,2000-05-08
2044.59,COP,2000-05-09,2000-05-09
2031.86,COP,2000-05-10,2000-05-10
2021.68,COP,2000-05-11,2000-05-11
2031.96,COP,2000-05-12,2000-05-12
2039.29,COP,2000-05-13,2000-05-15
2035.54,COP,2000-05-16,2000-05-16
2037.1,COP,2000-05-17,2000-05-17
2047.79,COP,2000-05-18,2000-05-18
2055.35,COP,2000-05-19,2000-05-19
2076.85,COP,2000-05-20,2000-05-22
2094.73,COP,2000-05-23,2000-05-23
2111.94,COP,2000-05-24,2000-05-24
2142.14,COP,2000-05-25,2000-05-25
2113.28,COP,2000-05-26,2000-05-26
2096.52,COP,2000-05-27,2000-05-29
2077.28,COP,2000-05-30,2000-05-30
2084.92,COP,2000-05-31,2000-05-31
2096.96,COP,2000-06-01,2000-06-01
2095.1,COP,2000-06-02,2000-06-02
2118.57,COP,2000-06-03,2000-06-06
2121.73,COP,2000-06-07,2000-06-07
2127.03,COP,2000-06-08,2000-06-08
2125.3,COP,2000-06-09,2000-06-09
2115.86,COP,2000-06-10,2000-06-12
2106.97,COP,2000-06-13,2000-06-13
2122.24,COP,2000-06-14,2000-06-14
2111.09,COP,2000-06-15,2000-06-15
2110.57,COP,2000-06-16,2000-06-16
2114.8,COP,2000-06-17,2000-06-19
2115.15,COP,2000-06-20,2000-06-20
2123.58,COP,2000-06-21,2000-06-21
2134.34,COP,2000-06-22,2000-06-22
2129.13,COP,2000-06-23,2000-06-23
2123.99,COP,2000-06-24,2000-06-27
2135.65,COP,2000-06-28,2000-06-28
2136.22,COP,2000-06-29,2000-06-29
2139.11,COP,2000-06-30,2000-06-30
2150.76,COP,2000-07-01,2000-07-04
2151.05,COP,2000-07-05,2000-07-05
2163.44,COP,2000-07-06,2000-07-06
2168.65,COP,2000-07-07,2000-07-07
2165.51,COP,2000-07-08,2000-07-10
2171.63,COP,2000-07-11,2000-07-11
2182.56,COP,2000-07-12,2000-07-12
2172.16,COP,2000-07-13,2000-07-13
2166.22,COP,2000-07-14,2000-07-14
2156.32,COP,2000-07-15,2000-07-17
2144.01,COP,2000-07-18,2000-07-18
2151.56,COP,2000-07-19,2000-07-19
2155.81,COP,2000-07-20,2000-07-21
2152.3,COP,2000-07-22,2000-07-24
2147.65,COP,2000-07-25,2000-07-25
2153.91,COP,2000-07-26,2000-07-26
2165.37,COP,2000-07-27,2000-07-27
2173.78,COP,2000-07-28,2000-07-28
2172.79,COP,2000-07-29,2000-07-31
2174.55,COP,2000-08-01,2000-08-01
2175.02,COP,2000-08-02,2000-08-02
2173.62,COP,2000-08-03,2000-08-03
2177.67,COP,2000-08-04,2000-08-04
2180.64,COP,2000-08-05,2000-08-08
2176.52,COP,2000-08-09,2000-08-09
2176.17,COP,2000-08-10,2000-08-10
2179.6,COP,2000-08-11,2000-08-11
2180.89,COP,2000-08-12,2000-08-14
2180.99,COP,2000-08-15,2000-08-15
2185.45,COP,2000-08-16,2000-08-16
2185.46,COP,2000-08-17,2000-08-17
2185.75,COP,2000-08-18,2000-08-18
2183.01,COP,2000-08-19,2000-08-22
2187.83,COP,2000-08-23,2000-08-23
2196.72,COP,2000-08-24,2000-08-24
2205.6,COP,2000-08-25,2000-08-25
2208.82,COP,2000-08-26,2000-08-28
2208.17,COP,2000-08-29,2000-08-29
2204.22,COP,2000-08-30,2000-08-30
2208.21,COP,2000-08-31,2000-08-31
2212.97,COP,2000-09-01,2000-09-01
2214.0,COP,2000-09-02,2000-09-04
2210.32,COP,2000-09-05,2000-09-05
2211.13,COP,2000-09-06,2000-09-06
2211.11,COP,2000-09-07,2000-09-07
2209.18,COP,2000-09-08,2000-09-08
2204.85,COP,2000-09-09,2000-09-11
2206.39,COP,2000-09-12,2000-09-12
2206.93,COP,2000-09-13,2000-09-13
2208.64,COP,2000-09-14,2000-09-14
2212.73,COP,2000-09-15,2000-09-15
2210.34,COP,2000-09-16,2000-09-18
2211.36,COP,2000-09-19,2000-09-19
2210.81,COP,2000-09-20,2000-09-20
2212.93,COP,2000-09-21,2000-09-21
2223.46,COP,2000-09-22,2000-09-22
2232.24,COP,2000-09-23,2000-09-25
2228.05,COP,2000-09-26,2000-09-26
2222.67,COP,2000-09-27,2000-09-27
2216.93,COP,2000-09-28,2000-09-28
2211.94,COP,2000-09-29,2000-09-29
2212.26,COP,2000-09-30,2000-10-02
2210.4,COP,2000-10-03,2000-10-03
2201.51,COP,2000-10-04,2000-10-04
2194.98,COP,2000-10-05,2000-10-05
2185.06,COP,2000-10-06,2000-10-06
2187.38,COP,2000-10-07,2000-10-09
2184.26,COP,2000-10-10,2000-10-10
2182.17,COP,2000-10-11,2000-10-11
2175.97,COP,2000-10-12,2000-10-12
2175.96,COP,2000-10-13,2000-10-13
2180.69,COP,2000-10-14,2000-10-17
2178.13,COP,2000-10-18,2000-10-18
2162.86,COP,2000-10-19,2000-10-19
2152.31,COP,2000-10-20,2000-10-20
2159.79,COP,2000-10-21,2000-10-23
2157.84,COP,2000-10-24,2000-10-24
2153.18,COP,2000-10-25,2000-10-25
2170.32,COP,2000-10-26,2000-10-26
2167.26,COP,2000-10-27,2000-10-27
2158.14,COP,2000-10-28,2000-10-30
2158.36,COP,2000-10-31,2000-10-31
2147.89,COP,2000-11-01,2000-11-01
2138.95,COP,2000-11-02,2000-11-02
2136.73,COP,2000-11-03,2000-11-03
2139.21,COP,2000-11-04,2000-11-07
2134.08,COP,2000-11-08,2000-11-08
2124.84,COP,2000-11-09,2000-11-09
2127.51,COP,2000-11-10,2000-11-10
2126.41,COP,2000-11-11,2000-11-14
2125.17,COP,2000-11-15,2000-11-15
2125.31,COP,2000-11-16,2000-11-16
2121.64,COP,2000-11-17,2000-11-17
2122.63,COP,2000-11-18,2000-11-20
2122.61,COP,2000-11-21,2000-11-21
2124.16,COP,2000-11-22,2000-11-22
2131.76,COP,2000-11-23,2000-11-23
2141.14,COP,2000-11-24,2000-11-24
2141.91,COP,2000-11-25,2000-11-27
2158.05,COP,2000-11-28,2000-11-28
2169.82,COP,2000-11-29,2000-11-29
2172.84,COP,2000-11-30,2000-11-30
2168.6,COP,2000-12-01,2000-12-01
2174.85,COP,2000-12-02,2000-12-04
2180.3,COP,2000-12-05,2000-12-05
2184.18,COP,2000-12-06,2000-12-06
2174.29,COP,2000-12-07,2000-12-07
2176.33,COP,2000-12-08,2000-12-11
2175.57,COP,2000-12-12,2000-12-12
2183.08,COP,2000-12-13,2000-12-13
2186.87,COP,2000-12-14,2000-12-14
2184.76,COP,2000-12-15,2000-12-15
2175.91,COP,2000-12-16,2000-12-18
2179.13,COP,2000-12-19,2000-12-19
2187.17,COP,2000-12-20,2000-12-20
2185.05,COP,2000-12-21,2000-12-21
2187.02,COP,2000-12-22,2000-12-22
2193.57,COP,2000-12-23,2000-12-26
2196.76,COP,2000-12-27,2000-12-27
2215.35,COP,2000-12-28,2000-12-28
2229.18,COP,2000-12-29,2001-01-02
2219.6,COP,2001-01-03,2001-01-03
2224.38,COP,2001-01-04,2001-01-04
2239.89,COP,2001-01-05,2001-01-05
2243.16,COP,2001-01-06,2001-01-09
2235.43,COP,2001-01-10,2001-01-10
2230.14,COP,2001-01-11,2001-01-11
2246.58,COP,2001-01-12,2001-01-12
2251.75,COP,2001-01-13,2001-01-15
2248.61,COP,2001-01-16,2001-01-16
2245.89,COP,2001-01-17,2001-01-17
2236.46,COP,2001-01-18,2001-01-18
2246.74,COP,2001-01-19,2001-01-19
2244.59,COP,2001-01-20,2001-01-22
2240.02,COP,2001-01-23,2001-01-23
2255.82,COP,2001-01-24,2001-01-24
2254.35,COP,2001-01-25,2001-01-25
2250.03,COP,2001-01-26,2001-01-26
2245.46,COP,2001-01-27,2001-01-29
2240.56,COP,2001-01-30,2001-01-30
2240.8,COP,2001-01-31,2001-01-31
2242.08,COP,2001-02-01,2001-02-01
2240.04,COP,2001-02-02,2001-02-02
2242.2,COP,2001-02-03,2001-02-05
2238.35,COP,2001-02-06,2001-02-06
2235.03,COP,2001-02-07,2001-02-07
2238.09,COP,2001-02-08,2001-02-08
2242.68,COP,2001-02-09,2001-02-09
2237.58,COP,2001-02-10,2001-02-12
2229.59,COP,2001-02-13,2001-02-13
2237.37,COP,2001-02-14,2001-02-14
2239.03,COP,2001-02-15,2001-02-15
2238.61,COP,2001-02-16,2001-02-16
2238.51,COP,2001-02-17,2001-02-19
2245.16,COP,2001-02-20,2001-02-20
2247.09,COP,2001-02-21,2001-02-21
2252.65,COP,2001-02-22,2001-02-22
2252.86,COP,2001-02-23,2001-02-23
2257.7,COP,2001-02-24,2001-02-26
2256.42,COP,2001-02-27,2001-02-27
2257.45,COP,2001-02-28,2001-02-28
2259.64,COP,2001-03-01,2001-03-01
2265.44,COP,2001-03-02,2001-03-02
2264.09,COP,2001-03-03,2001-03-05
2259.07,COP,2001-03-06,2001-03-06
2260.33,COP,2001-03-07,2001-03-07
2262.06,COP,2001-03-08,2001-03-08
2262.55,COP,2001-03-09,2001-03-09
2264.01,COP,2001-03-10,2001-03-12
2275.98,COP,2001-03-13,2001-03-13
2275.92,COP,2001-03-14,2001-03-14
2282.01,COP,2001-03-15,2001-03-15
2281.02,COP,2001-03-16,2001-03-16
2282.96,COP,2001-03-17,2001-03-20
2282.17,COP,2001-03-21,2001-03-21
2284.04,COP,2001-03-22,2001-03-22
2290.02,COP,2001-03-23,2001-03-23
2295.74,COP,2001-03-24,2001-03-26
2293.99,COP,2001-03-27,2001-03-27
2299.68,COP,2001-03-28,2001-03-28
2303.86,COP,2001-03-29,2001-03-29
2309.83,COP,2001-03-30,2001-03-30
2310.57,COP,2001-03-31,2001-04-02
2304.19,COP,2001-04-03,2001-04-03
2308.64,COP,2001-04-04,2001-04-04
2315.81,COP,2001-04-05,2001-04-05
2317.46,COP,2001-04-06,2001-04-06
2318.58,COP,2001-04-07,2001-04-09
2315.21,COP,2001-04-10,2001-04-10
2309.84,COP,2001-04-11,2001-04-11
2314.07,COP,2001-04-12,2001-04-16
2320.18,COP,2001-04-17,2001-04-17
2319.57,COP,2001-04-18,2001-04-18
2316.91,COP,2001-04-19,2001-04-19
2327.08,COP,2001-04-20,2001-04-20
2329.73,COP,2001-04-21,2001-04-23
2334.38,COP,2001-04-24,2001-04-24
2339.16,COP,2001-04-25,2001-04-25
2345.21,COP,2001-04-26,2001-04-26
2345.57,COP,2001-04-27,2001-04-27
2346.73,COP,2001-04-28,2001-04-30
2341.09,COP,2001-05-01,2001-05-02
2345.96,COP,2001-05-03,2001-05-03
2349.95,COP,2001-05-04,2001-05-04
2354.47,COP,2001-05-05,2001-05-07
2359.54,COP,2001-05-08,2001-05-08
2359.22,COP,2001-05-09,2001-05-09
2359.98,COP,2001-05-10,2001-05-10
2359.79,COP,2001-05-11,2001-05-11
2367.3,COP,2001-05-12,2001-05-14
2371.58,COP,2001-05-15,2001-05-15
2376.93,COP,2001-05-16,2001-05-16
2378.21,COP,2001-05-17,2001-05-17
2378.41,COP,2001-05-18,2001-05-18
2348.88,COP,2001-05-19,2001-05-21
2314.75,COP,2001-05-22,2001-05-22
2316.72,COP,2001-05-23,2001-05-23
2295.23,COP,2001-05-24,2001-05-24
2310.64,COP,2001-05-25,2001-05-25
2339.98,COP,2001-05-26,2001-05-29
2331.91,COP,2001-05-30,2001-05-30
2324.98,COP,2001-05-31,2001-05-31
2327.25,COP,2001-06-01,2001-06-01
2319.16,COP,2001-06-02,2001-06-04
2296.88,COP,2001-06-05,2001-06-05
2303.37,COP,2001-06-06,2001-06-06
2303.38,COP,2001-06-07,2001-06-07
2303.41,COP,2001-06-08,2001-06-08
2296.31,COP,2001-06-09,2001-06-11
2309.06,COP,2001-06-12,2001-06-12
2313.74,COP,2001-06-13,2001-06-13
2302.16,COP,2001-06-14,2001-06-14
2300.18,COP,2001-06-15,2001-06-15
2303.13,COP,2001-06-16,2001-06-19
2307.78,COP,2001-06-20,2001-06-20
2305.35,COP,2001-06-21,2001-06-21
2300.46,COP,2001-06-22,2001-06-22
2298.88,COP,2001-06-23,2001-06-26
2304.68,COP,2001-06-27,2001-06-27
2307.03,COP,2001-06-28,2001-06-28
2305.33,COP,2001-06-29,2001-06-29
2298.85,COP,2001-06-30,2001-07-03
2300.02,COP,2001-07-04,2001-07-04
2303.26,COP,2001-07-05,2001-07-05
2303.36,COP,2001-07-06,2001-07-06
2304.75,COP,2001-07-07,2001-07-09
2305.37,COP,2001-07-10,2001-07-10
2306.16,COP,2001-07-11,2001-07-11
2312.21,COP,2001-07-12,2001-07-12
2323.99,COP,2001-07-13,2001-07-13
2317.92,COP,2001-07-14,2001-07-16
2302.56,COP,2001-07-17,2001-07-17
2298.76,COP,2001-07-18,2001-07-18
2298.63,COP,2001-07-19,2001-07-19
2301.67,COP,2001-07-20,2001-07-23
2302.26,COP,2001-07-24,2001-07-24
2301.56,COP,2001-07-25,2001-07-25
2302.7,COP,2001-07-26,2001-07-26
2301.53,COP,2001-07-27,2001-07-27
2301.7,COP,2001-07-28,2001-07-30
2298.27,COP,2001-07-31,2001-07-31
2293.25,COP,2001-08-01,2001-08-01
2295.19,COP,2001-08-02,2001-08-02
2298.91,COP,2001-08-03,2001-08-03
2295.72,COP,2001-08-04,2001-08-06
2291.46,COP,2001-08-07,2001-08-08
2295.05,COP,2001-08-09,2001-08-09
2291.5,COP,2001-08-10,2001-08-10
2288.03,COP,2001-08-11,2001-08-13
2284.9,COP,2001-08-14,2001-08-14
2284.98,COP,2001-08-15,2001-08-15
2291.41,COP,2001-08-16,2001-08-16
2288.18,COP,2001-08-17,2001-08-17
2285.06,COP,2001-08-18,2001-08-21
2283.86,COP,2001-08-22,2001-08-22
2279.25,COP,2001-08-23,2001-08-23
2275.07,COP,2001-08-24,2001-08-24
2273.5,COP,2001-08-25,2001-08-27
2282.56,COP,2001-08-28,2001-08-28
2290.57,COP,2001-08-29,2001-08-29
2297.24,COP,2001-08-30,2001-08-30
2301.23,COP,2001-08-31,2001-08-31
2296.85,COP,2001-09-01,2001-09-03
2305.15,COP,2001-09-04,2001-09-04
2305.28,COP,2001-09-05,2001-09-05
2312.87,COP,2001-09-06,2001-09-06
2317.02,COP,2001-09-07,2001-09-07
2320.09,COP,2001-09-08,2001-09-10
2324.78,COP,2001-09-11,2001-09-11
2341.28,COP,2001-09-12,2001-09-12
2341.14,COP,2001-09-13,2001-09-13
2337.25,COP,2001-09-14,2001-09-14
2342.44,COP,2001-09-15,2001-09-17
2342.18,COP,2001-09-18,2001-09-18
2338.39,COP,2001-09-19,2001-09-19
2342.04,COP,2001-09-20,2001-09-20
2341.68,COP,2001-09-21,2001-09-21
2342.18,COP,2001-09-22,2001-09-24
2329.7,COP,2001-09-25,2001-09-25
2327.09,COP,2001-09-26,2001-09-26
2328.49,COP,2001-09-27,2001-09-27
2328.75,COP,2001-09-28,2001-09-28
2332.19,COP,2001-09-29,2001-10-01
2338.45,COP,2001-10-02,2001-10-02
2334.24,COP,2001-10-03,2001-10-03
2336.18,COP,2001-10-04,2001-10-04
2336.28,COP,2001-10-05,2001-10-05
2331.03,COP,2001-10-06,2001-10-08
2331.02,COP,2001-10-09,2001-10-09
2328.91,COP,2001-10-10,2001-10-10
2320.41,COP,2001-10-11,2001-10-11
2312.33,COP,2001-10-12,2001-10-12
2314.74,COP,2001-10-13,2001-10-16
2303.3,COP,2001-10-17,2001-10-17
2300.01,COP,2001-10-18,2001-10-18
2313.24,COP,2001-10-19,2001-10-19
2315.26,COP,2001-10-20,2001-10-22
2318.47,COP,2001-10-23,2001-10-23
2316.14,COP,2001-10-24,2001-10-24
2319.53,COP,2001-10-25,2001-10-25
2316.68,COP,2001-10-26,2001-10-26
2314.5,COP,2001-10-27,2001-10-29
2311.42,COP,2001-10-30,2001-10-30
2310.02,COP,2001-10-31,2001-10-31
2309.12,COP,2001-11-01,2001-11-01
2309.89,COP,2001-11-02,2001-11-02
2309.42,COP,2001-11-03,2001-11-06
2309.22,COP,2001-11-07,2001-11-07
2306.57,COP,2001-11-08,2001-11-08
2307.24,COP,2001-11-09,2001-11-09
2303.68,COP,2001-11-10,2001-11-13
2300.69,COP,2001-11-14,2001-11-14
2302.81,COP,2001-11-15,2001-11-15
2311.57,COP,2001-11-16,2001-11-16
2314.33,COP,2001-11-17,2001-11-19
2310.9,COP,2001-11-20,2001-11-20
2314.86,COP,2001-11-21,2001-11-21
2319.34,COP,2001-11-22,2001-11-22
2317.57,COP,2001-11-23,2001-11-23
2316.4,COP,2001-11-24,2001-11-26
2313.26,COP,2001-11-27,2001-11-27
2312.9,COP,2001-11-28,2001-11-28
2310.97,COP,2001-11-29,2001-11-29
2308.59,COP,2001-11-30,2001-11-30
2303.35,COP,2001-12-01,2001-12-03
2304.13,COP,2001-12-04,2001-12-04
2314.76,COP,2001-12-05,2001-12-05
2315.36,COP,2001-12-06,2001-12-06
2314.89,COP,2001-12-07,2001-12-07
2310.9,COP,2001-12-08,2001-12-10
2308.41,COP,2001-12-11,2001-12-11
2306.56,COP,2001-12-12,2001-12-12
2307.12,COP,2001-12-13,2001-12-13
2312.0,COP,2001-12-14,2001-12-14
2318.67,COP,2001-12-15,2001-12-17
2310.58,COP,2001-12-18,2001-12-18
2306.82,COP,2001-12-19,2001-12-19
2307.1,COP,2001-12-20,2001-12-20
2306.88,COP,2001-12-21,2001-12-21
2303.15,COP,2001-12-22,2001-12-24
2297.59,COP,2001-12-25,2001-12-25
2297.59,COP,2001-12-26,2001-12-26
2297.17,COP,2001-12-27,2001-12-27
2301.33,COP,2001-12-28,2001-12-28
2291.18,COP,2001-12-29,2002-01-02
2289.42,COP,2002-01-03,2002-01-03
2289.91,COP,2002-01-04,2002-01-04
2295.59,COP,2002-01-05,2002-01-08
2306.31,COP,2002-01-09,2002-01-09
2306.35,COP,2002-01-10,2002-01-10
2311.57,COP,2002-01-11,2002-01-11
2304.54,COP,2002-01-12,2002-01-14
2297.31,COP,2002-01-15,2002-01-15
2280.73,COP,2002-01-16,2002-01-16
2265.66,COP,2002-01-17,2002-01-17
2265.01,COP,2002-01-18,2002-01-18
2269.76,COP,2002-01-19,2002-01-21
2259.24,COP,2002-01-22,2002-01-22
2247.29,COP,2002-01-23,2002-01-23
2239.92,COP,2002-01-24,2002-01-24
2231.98,COP,2002-01-25,2002-01-25
2242.67,COP,2002-01-26,2002-01-28
2252.37,COP,2002-01-29,2002-01-29
2262.45,COP,2002-01-30,2002-01-30
2264.82,COP,2002-01-31,2002-01-31
2265.99,COP,2002-02-01,2002-02-01
2267.33,COP,2002-02-02,2002-02-04
2266.61,COP,2002-02-05,2002-02-05
2259.81,COP,2002-02-06,2002-02-06
2254.98,COP,2002-02-07,2002-02-07
2260.17,COP,2002-02-08,2002-02-08
2272.76,COP,2002-02-09,2002-02-11
2283.14,COP,2002-02-12,2002-02-12
2290.19,COP,2002-02-13,2002-02-13
2309.27,COP,2002-02-14,2002-02-14
2312.03,COP,2002-02-15,2002-02-15
2288.54,COP,2002-02-16,2002-02-18
2288.98,COP,2002-02-19,2002-02-19
2280.98,COP,2002-02-20,2002-02-20
2282.94,COP,2002-02-21,2002-02-21
2309.45,COP,2002-02-22,2002-02-22
2307.75,COP,2002-02-23,2002-02-25
2310.21,COP,2002-02-26,2002-02-26
2313.13,COP,2002-02-27,2002-02-27
2309.82,COP,2002-02-28,2002-02-28
2306.45,COP,2002-03-01,2002-03-01
2306.33,COP,2002-03-02,2002-03-04
2299.15,COP,2002-03-05,2002-03-05
2293.6,COP,2002-03-06,2002-03-06
2290.0,COP,2002-03-07,2002-03-07
2289.83,COP,2002-03-08,2002-03-08
2283.83,COP,2002-03-09,2002-03-11
2269.88,COP,2002-03-12,2002-03-12
2269.17,COP,2002-03-13,2002-03-13
2270.66,COP,2002-03-14,2002-03-14
2272.27,COP,2002-03-15,2002-03-15
2278.56,COP,2002-03-16,2002-03-18
2282.25,COP,2002-03-19,2002-03-19
2274.53,COP,2002-03-20,2002-03-20
2279.6,COP,2002-03-21,2002-03-21
2280.0,COP,2002-03-22,2002-03-22
2274.47,COP,2002-03-23,2002-03-26
2261.37,COP,2002-03-27,2002-03-27
2261.23,COP,2002-03-28,2002-04-01
2264.57,COP,2002-04-02,2002-04-02
2257.16,COP,2002-04-03,2002-04-03
2267.99,COP,2002-04-04,2002-04-04
2269.35,COP,2002-04-05,2002-04-05
2263.03,COP,2002-04-06,2002-04-08
2255.02,COP,2002-04-09,2002-04-09
2254.45,COP,2002-04-10,2002-04-10
2257.78,COP,2002-04-11,2002-04-11
2261.66,COP,2002-04-12,2002-04-12
2264.98,COP,2002-04-13,2002-04-15
2266.92,COP,2002-04-16,2002-04-16
2262.56,COP,2002-04-17,2002-04-17
2261.12,COP,2002-04-18,2002-04-18
2256.66,COP,2002-04-19,2002-04-19
2260.9,COP,2002-04-20,2002-04-22
2259.88,COP,2002-04-23,2002-04-23
2263.68,COP,2002-04-24,2002-04-24
2265.7,COP,2002-04-25,2002-04-25
2267.4,COP,2002-04-26,2002-04-26
2270.92,COP,2002-04-27,2002-04-29
2275.35,COP,2002-04-30,2002-04-30
2275.43,COP,2002-05-01,2002-05-02
2279.56,COP,2002-05-03,2002-05-03
2286.39,COP,2002-05-04,2002-05-06
2285.64,COP,2002-05-07,2002-05-07
2286.6,COP,2002-05-08,2002-05-08
2284.93,COP,2002-05-09,2002-05-09
2289.17,COP,2002-05-10,2002-05-10
2292.0,COP,2002-05-11,2002-05-14
2293.0,COP,2002-05-15,2002-05-15
2300.02,COP,2002-05-16,2002-05-16
2314.21,COP,2002-05-17,2002-05-17
2332.68,COP,2002-05-18,2002-05-20
2350.2,COP,2002-05-21,2002-05-21
2363.28,COP,2002-05-22,2002-05-22
2349.8,COP,2002-05-23,2002-05-23
2338.55,COP,2002-05-24,2002-05-24
2331.07,COP,2002-05-25,2002-05-27
2309.85,COP,2002-05-28,2002-05-28
2314.3,COP,2002-05-29,2002-05-29
2317.12,COP,2002-05-30,2002-05-30
2321.16,COP,2002-05-31,2002-05-31
2321.68,COP,2002-06-01,2002-06-04
2324.54,COP,2002-06-05,2002-06-05
2331.69,COP,2002-06-06,2002-06-06
2335.3,COP,2002-06-07,2002-06-07
2336.11,COP,2002-06-08,2002-06-11
2340.36,COP,2002-06-12,2002-06-12
2347.68,COP,2002-06-13,2002-06-13
2357.14,COP,2002-06-14,2002-06-14
2369.12,COP,2002-06-15,2002-06-17
2379.92,COP,2002-06-18,2002-06-18
2383.31,COP,2002-06-19,2002-06-19
2393.87,COP,2002-06-20,2002-06-20
2391.65,COP,2002-06-21,2002-06-21
2384.22,COP,2002-06-22,2002-06-24
2383.41,COP,2002-06-25,2002-06-25
2386.18,COP,2002-06-26,2002-06-26
2392.13,COP,2002-06-27,2002-06-27
2398.14,COP,2002-06-28,2002-06-28
2398.82,COP,2002-06-29,2002-07-02
2410.54,COP,2002-07-03,2002-07-03
2425.42,COP,2002-07-04,2002-07-04
2426.4,COP,2002-07-05,2002-07-05
2434.32,COP,2002-07-06,2002-07-08
2457.39,COP,2002-07-09,2002-07-09
2462.18,COP,2002-07-10,2002-07-10
2482.21,COP,2002-07-11,2002-07-11
2506.84,COP,2002-07-12,2002-07-12
2513.99,COP,2002-07-13,2002-07-15
2507.21,COP,2002-07-16,2002-07-16
2499.92,COP,2002-07-17,2002-07-17
2524.76,COP,2002-07-18,2002-07-18
2538.47,COP,2002-07-19,2002-07-19
2529.57,COP,2002-07-20,2002-07-22
2517.42,COP,2002-07-23,2002-07-23
2539.0,COP,2002-07-24,2002-07-24
2572.42,COP,2002-07-25,2002-07-25
2580.15,COP,2002-07-26,2002-07-26
2596.26,COP,2002-07-27,2002-07-29
2599.57,COP,2002-07-30,2002-07-30
2625.06,COP,2002-07-31,2002-07-31
2636.3,COP,2002-08-01,2002-08-01
2640.35,COP,2002-08-02,2002-08-02
2643.03,COP,2002-08-03,2002-08-05
2663.81,COP,2002-08-06,2002-08-06
2670.61,COP,2002-08-07,2002-08-08
2649.32,COP,2002-08-09,2002-08-09
2568.8,COP,2002-08-10,2002-08-12
2595.8,COP,2002-08-13,2002-08-13
2657.98,COP,2002-08-14,2002-08-14
2635.87,COP,2002-08-15,2002-08-15
2648.77,COP,2002-08-16,2002-08-16
2663.61,COP,2002-08-17,2002-08-20
2620.91,COP,2002-08-21,2002-08-21
2626.17,COP,2002-08-22,2002-08-22
